massloading_cpu(kg/sq-m)	massloading_gpu(kg/sq-m)	log10(cpu/gpu)
7.3273000000e-02	7.3273000000e-02	0.0000000000e+00
7.4438000000e-08	7.4438000000e-08	0.0000000000e+00
8.4525000000e-08	8.4525000000e-08	0.0000000000e+00
9.5206000000e-08	9.5206000000e-08	0.0000000000e+00
1.0670000000e-07	1.0670000000e-07	0.0000000000e+00
1.1901000000e-07	1.1901000000e-07	0.0000000000e+00
1.3239000000e-07	1.3239000000e-07	0.0000000000e+00
1.4668000000e-07	1.4668000000e-07	0.0000000000e+00
1.6210000000e-07	1.6210000000e-07	0.0000000000e+00
1.7865000000e-07	1.7865000000e-07	0.0000000000e+00
1.9729000000e-07	1.9729000000e-07	0.0000000000e+00
2.2086000000e-07	2.2086000000e-07	0.0000000000e+00
2.5717000000e-07	2.5717000000e-07	0.0000000000e+00
3.0633000000e-07	3.0633000000e-07	0.0000000000e+00
3.7843000000e-07	3.7843000000e-07	0.0000000000e+00
4.9769000000e-07	4.9769000000e-07	0.0000000000e+00
7.8287000000e-07	7.8287000000e-07	0.0000000000e+00
1.6162000000e-06	1.6162000000e-06	0.0000000000e+00
1.9645000000e-06	1.9645000000e-06	0.0000000000e+00
1.1614000000e-06	1.1614000000e-06	0.0000000000e+00
6.0718000000e-07	6.0718000000e-07	0.0000000000e+00
8.5174000000e-08	8.5174000000e-08	0.0000000000e+00
4.8115000000e-07	4.8115000000e-07	0.0000000000e+00
1.9703000000e-07	1.9703000000e-07	0.0000000000e+00
7.1852000000e-07	7.1852000000e-07	0.0000000000e+00
3.1821000000e-06	3.1821000000e-06	0.0000000000e+00
2.5092000000e-06	2.5092000000e-06	0.0000000000e+00
5.9685000000e-06	5.9685000000e-06	0.0000000000e+00
9.5382000000e-06	9.5382000000e-06	0.0000000000e+00
1.7595000000e-05	1.7595000000e-05	0.0000000000e+00
3.1848000000e-05	3.1848000000e-05	0.0000000000e+00
4.5170000000e-05	4.5170000000e-05	0.0000000000e+00
5.0954000000e-05	5.0954000000e-05	0.0000000000e+00
7.7029000000e-05	7.7029000000e-05	0.0000000000e+00
1.0945000000e-04	1.0945000000e-04	0.0000000000e+00
1.5533000000e-04	1.5533000000e-04	0.0000000000e+00
2.3925000000e-04	2.3925000000e-04	0.0000000000e+00
3.3055000000e-04	3.3055000000e-04	0.0000000000e+00
4.3792000000e-04	4.3792000000e-04	0.0000000000e+00
5.8282000000e-04	5.8282000000e-04	0.0000000000e+00
8.1831000000e-04	8.1831000000e-04	0.0000000000e+00
1.1806000000e-03	1.1806000000e-03	0.0000000000e+00
1.4680000000e-03	1.4680000000e-03	0.0000000000e+00
1.8661000000e-03	1.8661000000e-03	0.0000000000e+00
2.1686000000e-03	2.1686000000e-03	0.0000000000e+00
2.5413000000e-03	2.5413000000e-03	0.0000000000e+00
2.7547000000e-03	2.7547000000e-03	0.0000000000e+00
2.7955000000e-03	2.7955000000e-03	0.0000000000e+00
3.7983000000e-03	3.7983000000e-03	0.0000000000e+00
5.1391000000e-03	5.1391000000e-03	0.0000000000e+00
6.7504000000e-03	6.7504000000e-03	0.0000000000e+00
7.6897000000e-03	7.6897000000e-03	0.0000000000e+00
8.9942000000e-03	8.9942000000e-03	0.0000000000e+00
1.0555000000e-02	1.0555000000e-02	0.0000000000e+00
1.2681000000e-02	1.2681000000e-02	0.0000000000e+00
1.4889000000e-02	1.4889000000e-02	0.0000000000e+00
1.4730000000e-02	1.4730000000e-02	0.0000000000e+00
1.8048000000e-02	1.8048000000e-02	0.0000000000e+00
2.6026000000e-02	2.6026000000e-02	0.0000000000e+00
2.8618000000e-02	2.8618000000e-02	0.0000000000e+00
3.6388000000e-02	3.6388000000e-02	0.0000000000e+00
4.6453000000e-02	4.6453000000e-02	0.0000000000e+00
5.2206000000e-02	5.2206000000e-02	0.0000000000e+00
6.7071000000e-02	6.7071000000e-02	0.0000000000e+00
7.6432000000e-02	7.6432000000e-02	0.0000000000e+00
9.4056000000e-02	9.4056000000e-02	0.0000000000e+00
1.1959000000e-01	1.1959000000e-01	0.0000000000e+00
1.4894000000e-01	1.4894000000e-01	0.0000000000e+00
1.9223000000e-01	1.9223000000e-01	0.0000000000e+00
2.5320000000e-01	2.5320000000e-01	0.0000000000e+00
3.1740000000e-01	3.1740000000e-01	0.0000000000e+00
4.1085000000e-01	4.1085000000e-01	0.0000000000e+00
5.2019000000e-01	5.2019000000e-01	0.0000000000e+00
6.3936000000e-01	6.3936000000e-01	0.0000000000e+00
7.2912000000e-01	7.2912000000e-01	0.0000000000e+00
6.7050000000e-01	6.7050000000e-01	0.0000000000e+00
7.6370000000e-01	7.6370000000e-01	0.0000000000e+00
7.9283000000e-01	7.9283000000e-01	0.0000000000e+00
8.4245000000e-01	8.4245000000e-01	0.0000000000e+00
8.8073000000e-01	8.8073000000e-01	0.0000000000e+00
9.0602000000e-01	9.0602000000e-01	0.0000000000e+00
9.1546000000e-01	9.1546000000e-01	0.0000000000e+00
9.1080000000e-01	9.1080000000e-01	0.0000000000e+00
8.9220000000e-01	8.9220000000e-01	0.0000000000e+00
8.6110000000e-01	8.6110000000e-01	0.0000000000e+00
8.1940000000e-01	8.1940000000e-01	0.0000000000e+00
7.6931000000e-01	7.6931000000e-01	0.0000000000e+00
7.1311000000e-01	7.1311000000e-01	0.0000000000e+00
6.5304000000e-01	6.5304000000e-01	0.0000000000e+00
5.9120000000e-01	5.9120000000e-01	0.0000000000e+00
5.2941000000e-01	5.2941000000e-01	0.0000000000e+00
4.6920000000e-01	4.6920000000e-01	0.0000000000e+00
4.1182000000e-01	4.1182000000e-01	0.0000000000e+00
3.5819000000e-01	3.5819000000e-01	0.0000000000e+00
3.0896000000e-01	3.0896000000e-01	0.0000000000e+00
2.6453000000e-01	2.6453000000e-01	0.0000000000e+00
2.2505000000e-01	2.2505000000e-01	0.0000000000e+00
1.9051000000e-01	1.9051000000e-01	0.0000000000e+00
1.6072000000e-01	1.6072000000e-01	0.0000000000e+00
1.3537000000e-01	1.3537000000e-01	0.0000000000e+00
1.1406000000e-01	1.1406000000e-01	0.0000000000e+00
9.6340000000e-02	9.6340000000e-02	0.0000000000e+00
7.8207000000e-08	7.8207000000e-08	0.0000000000e+00
8.8664000000e-08	8.8664000000e-08	0.0000000000e+00
9.9500000000e-08	9.9500000000e-08	0.0000000000e+00
1.1093000000e-07	1.1093000000e-07	0.0000000000e+00
1.2297000000e-07	1.2297000000e-07	0.0000000000e+00
1.3532000000e-07	1.3532000000e-07	0.0000000000e+00
1.4777000000e-07	1.4777000000e-07	0.0000000000e+00
1.5993000000e-07	1.5993000000e-07	0.0000000000e+00
1.7099000000e-07	1.7099000000e-07	0.0000000000e+00
1.8584000000e-07	1.8584000000e-07	0.0000000000e+00
2.0441000000e-07	2.0441000000e-07	0.0000000000e+00
2.2440000000e-07	2.2440000000e-07	0.0000000000e+00
2.4689000000e-07	2.4689000000e-07	0.0000000000e+00
2.7420000000e-07	2.7420000000e-07	0.0000000000e+00
3.1243000000e-07	3.1243000000e-07	0.0000000000e+00
3.8406000000e-07	3.8406000000e-07	0.0000000000e+00
4.9127000000e-07	4.9127000000e-07	0.0000000000e+00
5.1348000000e-07	5.1348000000e-07	0.0000000000e+00
4.8612000000e-07	4.8612000000e-07	0.0000000000e+00
4.9160000000e-08	4.9160000000e-08	0.0000000000e+00
1.6048000000e-08	1.6048000000e-08	0.0000000000e+00
1.6981000000e-07	1.6981000000e-07	0.0000000000e+00
5.0490000000e-07	5.0490000000e-07	0.0000000000e+00
5.4768000000e-07	5.4768000000e-07	0.0000000000e+00
1.8964000000e-06	1.8964000000e-06	0.0000000000e+00
5.1208000000e-06	5.1208000000e-06	0.0000000000e+00
7.0822000000e-06	7.0822000000e-06	0.0000000000e+00
1.0812000000e-05	1.0812000000e-05	0.0000000000e+00
1.5700000000e-05	1.5700000000e-05	0.0000000000e+00
1.9957000000e-05	1.9957000000e-05	0.0000000000e+00
3.2515000000e-05	3.2515000000e-05	0.0000000000e+00
4.9992000000e-05	4.9992000000e-05	0.0000000000e+00
7.1189000000e-05	7.1189000000e-05	0.0000000000e+00
1.2956000000e-04	1.2956000000e-04	0.0000000000e+00
1.7010000000e-04	1.7010000000e-04	0.0000000000e+00
2.1608000000e-04	2.1608000000e-04	0.0000000000e+00
3.0982000000e-04	3.0982000000e-04	0.0000000000e+00
4.3282000000e-04	4.3282000000e-04	0.0000000000e+00
6.1620000000e-04	6.1620000000e-04	0.0000000000e+00
8.4030000000e-04	8.4030000000e-04	0.0000000000e+00
1.0876000000e-03	1.0876000000e-03	0.0000000000e+00
1.1658000000e-03	1.1658000000e-03	0.0000000000e+00
1.6657000000e-03	1.6657000000e-03	0.0000000000e+00
1.8102000000e-03	1.8102000000e-03	0.0000000000e+00
2.2239000000e-03	2.2239000000e-03	0.0000000000e+00
2.7264000000e-03	2.7264000000e-03	0.0000000000e+00
3.8366000000e-03	3.8366000000e-03	0.0000000000e+00
4.3698000000e-03	4.3698000000e-03	0.0000000000e+00
5.3455000000e-03	5.3455000000e-03	0.0000000000e+00
6.1949000000e-03	6.1949000000e-03	0.0000000000e+00
7.3773000000e-03	7.3773000000e-03	0.0000000000e+00
8.6889000000e-03	8.6889000000e-03	0.0000000000e+00
1.0801000000e-02	1.0801000000e-02	0.0000000000e+00
1.1240000000e-02	1.1240000000e-02	0.0000000000e+00
1.3701000000e-02	1.3701000000e-02	0.0000000000e+00
1.3875000000e-02	1.3875000000e-02	0.0000000000e+00
1.2818000000e-02	1.2818000000e-02	0.0000000000e+00
1.8559000000e-02	1.8559000000e-02	0.0000000000e+00
2.5433000000e-02	2.5433000000e-02	0.0000000000e+00
2.8046000000e-02	2.8046000000e-02	0.0000000000e+00
3.8181000000e-02	3.8181000000e-02	0.0000000000e+00
4.0064000000e-02	4.0064000000e-02	0.0000000000e+00
4.8079000000e-02	4.8079000000e-02	0.0000000000e+00
6.2430000000e-02	6.2430000000e-02	0.0000000000e+00
6.8920000000e-02	6.8920000000e-02	0.0000000000e+00
8.0333000000e-02	8.0333000000e-02	0.0000000000e+00
1.0495000000e-01	1.0495000000e-01	0.0000000000e+00
1.2865000000e-01	1.2865000000e-01	0.0000000000e+00
1.7839000000e-01	1.7839000000e-01	0.0000000000e+00
2.1551000000e-01	2.1551000000e-01	0.0000000000e+00
2.6557000000e-01	2.6557000000e-01	0.0000000000e+00
3.4739000000e-01	3.4739000000e-01	0.0000000000e+00
3.7801000000e-01	3.7801000000e-01	0.0000000000e+00
4.2047000000e-01	4.2047000000e-01	0.0000000000e+00
4.7810000000e-01	4.7810000000e-01	0.0000000000e+00
5.5671000000e-01	5.5671000000e-01	0.0000000000e+00
6.0165000000e-01	6.0165000000e-01	0.0000000000e+00
6.5866000000e-01	6.5866000000e-01	0.0000000000e+00
7.1236000000e-01	7.1236000000e-01	0.0000000000e+00
8.3885000000e-01	8.3885000000e-01	0.0000000000e+00
7.9238000000e-01	7.9238000000e-01	0.0000000000e+00
8.1487000000e-01	8.1487000000e-01	0.0000000000e+00
8.2433000000e-01	8.2433000000e-01	0.0000000000e+00
8.2069000000e-01	8.2069000000e-01	0.0000000000e+00
8.0458000000e-01	8.0458000000e-01	0.0000000000e+00
7.7722000000e-01	7.7722000000e-01	0.0000000000e+00
7.4028000000e-01	7.4028000000e-01	0.0000000000e+00
6.9568000000e-01	6.9568000000e-01	0.0000000000e+00
6.4549000000e-01	6.4549000000e-01	0.0000000000e+00
5.9173000000e-01	5.9173000000e-01	0.0000000000e+00
5.3628000000e-01	5.3628000000e-01	0.0000000000e+00
4.8082000000e-01	4.8082000000e-01	0.0000000000e+00
4.2675000000e-01	4.2675000000e-01	0.0000000000e+00
3.7519000000e-01	3.7519000000e-01	0.0000000000e+00
3.2698000000e-01	3.2698000000e-01	0.0000000000e+00
2.8271000000e-01	2.8271000000e-01	0.0000000000e+00
2.4273000000e-01	2.4273000000e-01	0.0000000000e+00
2.0719000000e-01	2.0719000000e-01	0.0000000000e+00
1.7605000000e-01	1.7605000000e-01	0.0000000000e+00
1.4915000000e-01	1.4915000000e-01	0.0000000000e+00
1.2620000000e-01	1.2620000000e-01	0.0000000000e+00
8.2409000000e-08	8.2409000000e-08	0.0000000000e+00
9.3339000000e-08	9.3339000000e-08	0.0000000000e+00
1.0443000000e-07	1.0443000000e-07	0.0000000000e+00
1.1598000000e-07	1.1598000000e-07	0.0000000000e+00
1.2778000000e-07	1.2778000000e-07	0.0000000000e+00
1.3940000000e-07	1.3940000000e-07	0.0000000000e+00
1.5026000000e-07	1.5026000000e-07	0.0000000000e+00
1.5923000000e-07	1.5923000000e-07	0.0000000000e+00
1.6784000000e-07	1.6784000000e-07	0.0000000000e+00
1.7951000000e-07	1.7951000000e-07	0.0000000000e+00
1.8749000000e-07	1.8749000000e-07	0.0000000000e+00
1.8988000000e-07	1.8988000000e-07	0.0000000000e+00
1.8969000000e-07	1.8969000000e-07	0.0000000000e+00
1.8854000000e-07	1.8854000000e-07	0.0000000000e+00
1.7226000000e-07	1.7226000000e-07	0.0000000000e+00
1.5316000000e-07	1.5316000000e-07	0.0000000000e+00
1.1619000000e-07	1.1619000000e-07	0.0000000000e+00
7.1853000000e-08	7.1853000000e-08	0.0000000000e+00
4.8417000000e-08	4.8417000000e-08	0.0000000000e+00
6.0549000000e-08	6.0549000000e-08	0.0000000000e+00
1.2723000000e-08	1.2723000000e-08	0.0000000000e+00
2.5394000000e-08	2.5394000000e-08	0.0000000000e+00
8.8900000000e-07	8.8900000000e-07	0.0000000000e+00
9.5292000000e-07	9.5292000000e-07	0.0000000000e+00
1.5734000000e-06	1.5734000000e-06	0.0000000000e+00
2.3655000000e-06	2.3655000000e-06	0.0000000000e+00
9.0605000000e-06	9.0605000000e-06	0.0000000000e+00
9.8847000000e-06	9.8847000000e-06	0.0000000000e+00
1.7314000000e-05	1.7314000000e-05	0.0000000000e+00
2.3093000000e-05	2.3093000000e-05	0.0000000000e+00
4.2005000000e-05	4.2005000000e-05	0.0000000000e+00
5.7247000000e-05	5.7247000000e-05	0.0000000000e+00
6.6017000000e-05	6.6017000000e-05	0.0000000000e+00
1.0888000000e-04	1.0888000000e-04	0.0000000000e+00
1.6477000000e-04	1.6477000000e-04	0.0000000000e+00
2.1334000000e-04	2.1334000000e-04	0.0000000000e+00
2.9425000000e-04	2.9425000000e-04	0.0000000000e+00
4.0808000000e-04	4.0808000000e-04	0.0000000000e+00
6.0704000000e-04	6.0704000000e-04	0.0000000000e+00
7.3425000000e-04	7.3425000000e-04	0.0000000000e+00
9.6700000000e-04	9.6700000000e-04	0.0000000000e+00
1.1501000000e-03	1.1501000000e-03	0.0000000000e+00
1.5929000000e-03	1.5929000000e-03	0.0000000000e+00
1.8654000000e-03	1.8654000000e-03	0.0000000000e+00
2.1322000000e-03	2.1322000000e-03	0.0000000000e+00
2.7398000000e-03	2.7398000000e-03	0.0000000000e+00
3.5355000000e-03	3.5355000000e-03	0.0000000000e+00
4.1291000000e-03	4.1291000000e-03	0.0000000000e+00
5.0373000000e-03	5.0373000000e-03	0.0000000000e+00
6.2540000000e-03	6.2540000000e-03	0.0000000000e+00
6.9480000000e-03	6.9480000000e-03	0.0000000000e+00
8.1646000000e-03	8.1646000000e-03	0.0000000000e+00
9.7038000000e-03	9.7038000000e-03	0.0000000000e+00
1.1300000000e-02	1.1300000000e-02	0.0000000000e+00
1.2951000000e-02	1.2951000000e-02	0.0000000000e+00
1.5157000000e-02	1.5157000000e-02	0.0000000000e+00
1.4007000000e-02	1.4007000000e-02	0.0000000000e+00
2.0099000000e-02	2.0099000000e-02	0.0000000000e+00
2.3379000000e-02	2.3379000000e-02	0.0000000000e+00
2.6915000000e-02	2.6915000000e-02	0.0000000000e+00
3.4750000000e-02	3.4750000000e-02	0.0000000000e+00
4.2245000000e-02	4.2245000000e-02	0.0000000000e+00
4.8208000000e-02	4.8208000000e-02	0.0000000000e+00
4.8052000000e-02	4.8052000000e-02	0.0000000000e+00
5.4852000000e-02	5.4852000000e-02	0.0000000000e+00
6.3906000000e-02	6.3906000000e-02	0.0000000000e+00
8.4130000000e-02	8.4130000000e-02	0.0000000000e+00
9.3131000000e-02	9.3131000000e-02	0.0000000000e+00
1.1386000000e-01	1.1386000000e-01	0.0000000000e+00
1.5694000000e-01	1.5694000000e-01	0.0000000000e+00
1.8675000000e-01	1.8675000000e-01	0.0000000000e+00
2.2311000000e-01	2.2311000000e-01	0.0000000000e+00
2.5354000000e-01	2.5354000000e-01	0.0000000000e+00
2.9857000000e-01	2.9857000000e-01	0.0000000000e+00
4.2386000000e-01	4.2386000000e-01	0.0000000000e+00
3.8456000000e-01	3.8456000000e-01	0.0000000000e+00
4.4167000000e-01	4.4167000000e-01	0.0000000000e+00
4.9093000000e-01	4.9093000000e-01	0.0000000000e+00
5.4567000000e-01	5.4567000000e-01	0.0000000000e+00
7.4787000000e-01	7.4787000000e-01	0.0000000000e+00
6.4485000000e-01	6.4485000000e-01	0.0000000000e+00
6.8456000000e-01	6.8456000000e-01	0.0000000000e+00
7.1507000000e-01	7.1507000000e-01	0.0000000000e+00
7.3496000000e-01	7.3496000000e-01	0.0000000000e+00
7.4346000000e-01	7.4346000000e-01	0.0000000000e+00
7.4042000000e-01	7.4042000000e-01	0.0000000000e+00
7.2630000000e-01	7.2630000000e-01	0.0000000000e+00
7.0213000000e-01	7.0213000000e-01	0.0000000000e+00
6.6933000000e-01	6.6933000000e-01	0.0000000000e+00
6.2960000000e-01	6.2960000000e-01	0.0000000000e+00
5.8476000000e-01	5.8476000000e-01	0.0000000000e+00
5.3664000000e-01	5.3664000000e-01	0.0000000000e+00
4.8693000000e-01	4.8693000000e-01	0.0000000000e+00
4.3714000000e-01	4.3714000000e-01	0.0000000000e+00
3.8855000000e-01	3.8855000000e-01	0.0000000000e+00
3.4219000000e-01	3.4219000000e-01	0.0000000000e+00
2.9883000000e-01	2.9883000000e-01	0.0000000000e+00
2.5898000000e-01	2.5898000000e-01	0.0000000000e+00
2.2297000000e-01	2.2297000000e-01	0.0000000000e+00
1.9092000000e-01	1.9092000000e-01	0.0000000000e+00
1.6281000000e-01	1.6281000000e-01	0.0000000000e+00
8.7205000000e-08	8.7205000000e-08	0.0000000000e+00
9.8668000000e-08	9.8668000000e-08	0.0000000000e+00
1.1028000000e-07	1.1028000000e-07	0.0000000000e+00
1.2211000000e-07	1.2211000000e-07	0.0000000000e+00
1.3400000000e-07	1.3400000000e-07	0.0000000000e+00
1.4527000000e-07	1.4527000000e-07	0.0000000000e+00
1.5497000000e-07	1.5497000000e-07	0.0000000000e+00
1.6160000000e-07	1.6160000000e-07	0.0000000000e+00
1.6980000000e-07	1.6980000000e-07	0.0000000000e+00
1.7645000000e-07	1.7645000000e-07	0.0000000000e+00
1.7523000000e-07	1.7523000000e-07	0.0000000000e+00
1.6608000000e-07	1.6608000000e-07	0.0000000000e+00
1.5480000000e-07	1.5480000000e-07	0.0000000000e+00
1.3020000000e-07	1.3020000000e-07	0.0000000000e+00
9.3228000000e-08	9.3228000000e-08	0.0000000000e+00
5.1353000000e-08	5.1353000000e-08	0.0000000000e+00
1.6371000000e-08	1.6371000000e-08	0.0000000000e+00
3.7568000000e-08	3.7568000000e-08	0.0000000000e+00
8.4294000000e-08	8.4294000000e-08	0.0000000000e+00
4.3037000000e-07	4.3037000000e-07	0.0000000000e+00
2.8800000000e-07	2.8800000000e-07	0.0000000000e+00
9.7459000000e-07	9.7459000000e-07	0.0000000000e+00
1.8021000000e-06	1.8021000000e-06	0.0000000000e+00
2.0953000000e-06	2.0953000000e-06	0.0000000000e+00
2.0781000000e-06	2.0781000000e-06	0.0000000000e+00
4.6177000000e-06	4.6177000000e-06	0.0000000000e+00
5.5151000000e-06	5.5151000000e-06	0.0000000000e+00
1.0923000000e-05	1.0923000000e-05	0.0000000000e+00
2.0573000000e-05	2.0573000000e-05	0.0000000000e+00
2.2661000000e-05	2.2661000000e-05	0.0000000000e+00
3.4674000000e-05	3.4674000000e-05	0.0000000000e+00
5.6004000000e-05	5.6004000000e-05	0.0000000000e+00
8.3260000000e-05	8.3260000000e-05	0.0000000000e+00
9.4237000000e-05	9.4237000000e-05	0.0000000000e+00
1.4903000000e-04	1.4903000000e-04	0.0000000000e+00
1.9142000000e-04	1.9142000000e-04	0.0000000000e+00
2.9933000000e-04	2.9933000000e-04	0.0000000000e+00
3.4720000000e-04	3.4720000000e-04	0.0000000000e+00
5.0247000000e-04	5.0247000000e-04	0.0000000000e+00
6.2793000000e-04	6.2793000000e-04	0.0000000000e+00
9.2298000000e-04	9.2298000000e-04	0.0000000000e+00
1.1773000000e-03	1.1773000000e-03	0.0000000000e+00
1.2178000000e-03	1.2178000000e-03	0.0000000000e+00
1.6977000000e-03	1.6977000000e-03	0.0000000000e+00
2.1404000000e-03	2.1404000000e-03	0.0000000000e+00
2.5168000000e-03	2.5168000000e-03	0.0000000000e+00
3.1700000000e-03	3.1700000000e-03	0.0000000000e+00
3.9689000000e-03	3.9689000000e-03	0.0000000000e+00
4.6484000000e-03	4.6484000000e-03	0.0000000000e+00
5.5932000000e-03	5.5932000000e-03	0.0000000000e+00
6.5795000000e-03	6.5795000000e-03	0.0000000000e+00
7.7047000000e-03	7.7047000000e-03	0.0000000000e+00
9.6927000000e-03	9.6927000000e-03	0.0000000000e+00
1.0444000000e-02	1.0444000000e-02	0.0000000000e+00
1.2696000000e-02	1.2696000000e-02	0.0000000000e+00
1.4596000000e-02	1.4596000000e-02	0.0000000000e+00
1.6564000000e-02	1.6564000000e-02	0.0000000000e+00
1.9842000000e-02	1.9842000000e-02	0.0000000000e+00
2.1771000000e-02	2.1771000000e-02	0.0000000000e+00
2.4893000000e-02	2.4893000000e-02	0.0000000000e+00
2.9371000000e-02	2.9371000000e-02	0.0000000000e+00
4.1687000000e-02	4.1687000000e-02	0.0000000000e+00
4.0751000000e-02	4.0751000000e-02	0.0000000000e+00
5.0500000000e-02	5.0500000000e-02	0.0000000000e+00
5.9337000000e-02	5.9337000000e-02	0.0000000000e+00
5.6987000000e-02	5.6987000000e-02	0.0000000000e+00
7.7985000000e-02	7.7985000000e-02	0.0000000000e+00
7.1682000000e-02	7.1682000000e-02	0.0000000000e+00
8.9132000000e-02	8.9132000000e-02	0.0000000000e+00
1.3083000000e-01	1.3083000000e-01	0.0000000000e+00
1.3105000000e-01	1.3105000000e-01	0.0000000000e+00
1.8032000000e-01	1.8032000000e-01	0.0000000000e+00
2.0244000000e-01	2.0244000000e-01	0.0000000000e+00
2.5363000000e-01	2.5363000000e-01	0.0000000000e+00
2.4453000000e-01	2.4453000000e-01	0.0000000000e+00
2.7993000000e-01	2.7993000000e-01	0.0000000000e+00
3.3017000000e-01	3.3017000000e-01	0.0000000000e+00
3.6069000000e-01	3.6069000000e-01	0.0000000000e+00
4.0655000000e-01	4.0655000000e-01	0.0000000000e+00
5.0449000000e-01	5.0449000000e-01	0.0000000000e+00
5.0066000000e-01	5.0066000000e-01	0.0000000000e+00
5.4530000000e-01	5.4530000000e-01	0.0000000000e+00
5.8570000000e-01	5.8570000000e-01	0.0000000000e+00
6.1994000000e-01	6.1994000000e-01	0.0000000000e+00
6.4635000000e-01	6.4635000000e-01	0.0000000000e+00
6.6366000000e-01	6.6366000000e-01	0.0000000000e+00
6.7108000000e-01	6.7108000000e-01	0.0000000000e+00
6.6840000000e-01	6.6840000000e-01	0.0000000000e+00
6.5595000000e-01	6.5595000000e-01	0.0000000000e+00
6.3457000000e-01	6.3457000000e-01	0.0000000000e+00
6.0545000000e-01	6.0545000000e-01	0.0000000000e+00
5.7007000000e-01	5.7007000000e-01	0.0000000000e+00
5.3005000000e-01	5.3005000000e-01	0.0000000000e+00
4.8699000000e-01	4.8699000000e-01	0.0000000000e+00
4.4244000000e-01	4.4244000000e-01	0.0000000000e+00
3.9775000000e-01	3.9775000000e-01	0.0000000000e+00
3.5410000000e-01	3.5410000000e-01	0.0000000000e+00
3.1240000000e-01	3.1240000000e-01	0.0000000000e+00
2.7337000000e-01	2.7337000000e-01	0.0000000000e+00
2.3747000000e-01	2.3747000000e-01	0.0000000000e+00
2.0501000000e-01	2.0501000000e-01	0.0000000000e+00
9.2655000000e-08	9.2655000000e-08	0.0000000000e+00
1.0479000000e-07	1.0479000000e-07	0.0000000000e+00
1.1708000000e-07	1.1708000000e-07	0.0000000000e+00
1.2951000000e-07	1.2951000000e-07	0.0000000000e+00
1.4190000000e-07	1.4190000000e-07	0.0000000000e+00
1.5336000000e-07	1.5336000000e-07	0.0000000000e+00
1.6283000000e-07	1.6283000000e-07	0.0000000000e+00
1.6842000000e-07	1.6842000000e-07	0.0000000000e+00
1.7594000000e-07	1.7594000000e-07	0.0000000000e+00
1.7950000000e-07	1.7950000000e-07	0.0000000000e+00
1.7242000000e-07	1.7242000000e-07	0.0000000000e+00
1.5945000000e-07	1.5945000000e-07	0.0000000000e+00
1.3665000000e-07	1.3665000000e-07	0.0000000000e+00
1.0487000000e-07	1.0487000000e-07	0.0000000000e+00
6.4533000000e-08	6.4533000000e-08	0.0000000000e+00
2.9317000000e-08	2.9317000000e-08	0.0000000000e+00
1.0036000000e-08	1.0036000000e-08	0.0000000000e+00
4.1176000000e-08	4.1176000000e-08	0.0000000000e+00
1.0084000000e-07	1.0084000000e-07	0.0000000000e+00
1.7319000000e-07	1.7319000000e-07	0.0000000000e+00
1.4419000000e-07	1.4419000000e-07	0.0000000000e+00
4.0417000000e-07	4.0417000000e-07	0.0000000000e+00
7.1146000000e-07	7.1146000000e-07	0.0000000000e+00
2.0962000000e-06	2.0962000000e-06	0.0000000000e+00
5.3358000000e-06	5.3358000000e-06	0.0000000000e+00
8.5332000000e-06	8.5332000000e-06	0.0000000000e+00
9.1874000000e-06	9.1874000000e-06	0.0000000000e+00
1.1691000000e-05	1.1691000000e-05	0.0000000000e+00
1.5765000000e-05	1.5765000000e-05	0.0000000000e+00
2.8605000000e-05	2.8605000000e-05	0.0000000000e+00
4.1184000000e-05	4.1184000000e-05	0.0000000000e+00
5.7345000000e-05	5.7345000000e-05	0.0000000000e+00
7.2052000000e-05	7.2052000000e-05	0.0000000000e+00
9.6593000000e-05	9.6593000000e-05	0.0000000000e+00
1.4776000000e-04	1.4776000000e-04	0.0000000000e+00
1.7408000000e-04	1.7408000000e-04	0.0000000000e+00
2.3097000000e-04	2.3097000000e-04	0.0000000000e+00
3.2926000000e-04	3.2926000000e-04	0.0000000000e+00
4.2939000000e-04	4.2939000000e-04	0.0000000000e+00
5.5690000000e-04	5.5690000000e-04	0.0000000000e+00
7.9020000000e-04	7.9020000000e-04	0.0000000000e+00
1.0833000000e-03	1.0833000000e-03	0.0000000000e+00
1.3088000000e-03	1.3088000000e-03	0.0000000000e+00
1.5297000000e-03	1.5297000000e-03	0.0000000000e+00
1.9942000000e-03	1.9942000000e-03	0.0000000000e+00
2.3795000000e-03	2.3795000000e-03	0.0000000000e+00
2.9128000000e-03	2.9128000000e-03	0.0000000000e+00
3.6331000000e-03	3.6331000000e-03	0.0000000000e+00
4.4331000000e-03	4.4331000000e-03	0.0000000000e+00
5.2724000000e-03	5.2724000000e-03	0.0000000000e+00
6.8273000000e-03	6.8273000000e-03	0.0000000000e+00
7.2545000000e-03	7.2545000000e-03	0.0000000000e+00
8.6515000000e-03	8.6515000000e-03	0.0000000000e+00
1.1299000000e-02	1.1299000000e-02	0.0000000000e+00
1.2350000000e-02	1.2350000000e-02	0.0000000000e+00
1.3555000000e-02	1.3555000000e-02	0.0000000000e+00
1.5757000000e-02	1.5757000000e-02	0.0000000000e+00
1.6307000000e-02	1.6307000000e-02	0.0000000000e+00
1.7420000000e-02	1.7420000000e-02	0.0000000000e+00
2.1286000000e-02	2.1286000000e-02	0.0000000000e+00
